id,character,rating
3292214307,R2 D2,Favorably
3292214307,Jar Jar Binks,Neutral
3292214307,Padme Amidala,Unfavorably
3292214307,Yoda,Favorably
3292210606,Han Solo,Favorably
3292210606,Luke Skywalker,Favorably
3292210606,Princess Leia Organa,Favorably
3292210606,Anakin Skywalker,Favorably
3292210606,Obi Wan Kenobi,Favorably
3292210606,Emperor Palpatine,Favorably
3292210606,Darth Vader,Favorably
3292210606,Lando Calrissian,Favorably
3292210606,Boba Fett,Favorably
3292210606,C-3P0,Favorably
3292210606,R2 D2,Favorably
3292210606,Jar Jar Binks,Unfavorably
3292210606,Padme Amidala,Favorably
3292210606,Yoda,Favorably
3292189580,Han Solo,Favorably
3292189580,Luke Skywalker,Favorably
3292189580,Princess Leia Organa,Favorably
3292189580,Anakin Skywalker,Unfavorably
3292189580,Obi Wan Kenobi,Favorably
3292189580,Emperor Palpatine,Unfavorably
3292189580,Darth Vader,Unfavorably
3292189580,Lando Calrissian,Unfavorably
3292189580,Boba Fett,Unfavorably
3292189580,C-3P0,Favorably
3292189580,R2 D2,Favorably
3292189580,Jar Jar Binks,Favorably
3292189580,Padme Amidala,Favorably
3292189580,Yoda,Favorably
3292187343,Han Solo,Favorably
3292187343,Luke Skywalker,Favorably
3292187343,Princess Leia Organa,Favorably
3292187343,Anakin Skywalker,Neutral
3292187343,Obi Wan Kenobi,Favorably
3292187343,Emperor Palpatine,Unfamiliar
3292187343,Darth Vader,Unfavorably
3292187343,Lando Calrissian,Unfamiliar
3292187343,Boba Fett,Unfavorably
3292187343,C-3P0,Favorably
3292187343,R2 D2,Favorably
3292187343,Jar Jar Binks,Unfavorably
3292187343,Padme Amidala,Neutral
3292187343,Yoda,Favorably
3292178389,Han Solo,Favorably
3292178389,Luke Skywalker,Favorably
3292178389,Princess Leia Organa,Favorably
3292178389,Anakin Skywalker,Favorably
3292178389,Obi Wan Kenobi,Favorably
3292178389,Emperor Palpatine,Favorably
3292178389,Darth Vader,Favorably
3292178389,Lando Calrissian,Neutral
3292178389,Boba Fett,Favorably
3292178389,C-3P0,Neutral
3292178389,R2 D2,Favorably
3292178389,Jar Jar Binks,Unfavorably
3292178389,Padme Amidala,Favorably
3292178389,Yoda,Favorably
3292176862,Han Solo,Neutral
3292176862,Luke Skywalker,Favorably
3292176862,Princess Leia Organa,Favorably
3292176862,Anakin Skywalker,Favorably
3292176862,Obi Wan Kenobi,Favorably
3292176862,Emperor Palpatine,Favorably
3292176862,Darth Vader,Favorably
3292176862,Lando Calrissian,Unfavorably
3292176862,Boba Fett,Favorably
3292176862,C-3P0,Favorably
3292176862,R2 D2,Favorably
3292176862,Jar Jar Binks,Neutral
3292176862,Padme Amidala,Favorably
3292176862,Yoda,Favorably
3292173922,Han Solo,Favorably
3292173922,Luke Skywalker,Favorably
3292173922,Princess Leia Organa,Favorably
3292173922,Anakin Skywalker,Favorably
3292173922,Obi Wan Kenobi,Favorably
3292173922,Emperor Palpatine,Favorably
3292173922,Darth Vader,Favorably
3292173922,Lando Calrissian,Favorably
3292173922,Boba Fett,Favorably
3292173922,C-3P0,Favorably
3292173922,R2 D2,Favorably
3292173922,Jar Jar Binks,Favorably
3292173922,Padme Amidala,Favorably
3292173922,Yoda,Favorably
3292167131,Han Solo,Favorably
3292167131,Luke Skywalker,Favorably
3292167131,Princess Leia Organa,Favorably
3292167131,Anakin Skywalker,Favorably
3292167131,Obi Wan Kenobi,Favorably
3292167131,Emperor Palpatine,Favorably
3292167131,Darth Vader,Favorably
3292167131,Lando Calrissian,Favorably
3292167131,Boba Fett,Favorably
3292167131,C-3P0,Favorably
3292167131,R2 D2,Favorably
3292167131,Jar Jar Binks,Unfavorably
3292167131,Padme Amidala,Unfavorably
3292167131,Yoda,Favorably
3292162057,Han Solo,Favorably
3292162057,Luke Skywalker,Favorably
3292162057,Princess Leia Organa,Favorably
3292162057,Anakin Skywalker,Favorably
3292162057,Obi Wan Kenobi,Favorably
3292162057,Emperor Palpatine,Favorably
3292162057,Darth Vader,Favorably
3292162057,Lando Calrissian,Favorably
3292162057,Boba Fett,Favorably
3292162057,C-3P0,Neutral
3292162057,R2 D2,Favorably
3292162057,Jar Jar Binks,Unfamiliar
3292162057,Padme Amidala,Neutral
3292162057,Yoda,Favorably
3292156614,Han Solo,Favorably
3292156614,Luke Skywalker,Favorably
3292156614,Princess Leia Organa,Favorably
3292156614,Anakin Skywalker,Favorably
3292156614,Obi Wan Kenobi,Favorably
3292156614,Emperor Palpatine,Favorably
3292156614,Darth Vader,Favorably
3292156614,Lando Calrissian,Favorably
3292156614,Boba Fett,Favorably
3292156614,C-3P0,Favorably
3292156614,R2 D2,Favorably
3292156614,Jar Jar Binks,Unfavorably
3292156614,Padme Amidala,Favorably
3292156614,Yoda,Favorably
